,date,smp,holiday,is_holiday,year,month,day,dayofweek,hour,IS_HOLIDAY,smp_s_1,smp_s_2,smp_s_3
0,2021-01-01 00:00:00,75.25,holiday,1,2021,1,1,4,0,1,75.25,75.25,75.25
1,2021-01-01 01:00:00,75.25,holiday,1,2021,1,1,4,1,1,75.25,75.25,75.25
2,2021-01-01 02:00:00,73.91,holiday,1,2021,1,1,4,2,1,75.25,75.25,75.25
3,2021-01-01 03:00:00,73.91,holiday,1,2021,1,1,4,3,1,73.91,75.25,75.25
4,2021-01-01 04:00:00,75.25,holiday,1,2021,1,1,4,4,1,73.91,73.91,75.25
5,2021-01-01 05:00:00,75.25,holiday,1,2021,1,1,4,5,1,75.25,73.91,73.91
6,2021-01-01 06:00:00,75.25,holiday,1,2021,1,1,4,6,1,75.25,75.25,73.91
7,2021-01-01 07:00:00,74.42,holiday,1,2021,1,1,4,7,1,75.25,75.25,75.25
8,2021-01-01 08:00:00,75.12,holiday,1,2021,1,1,4,8,1,74.42,75.25,75.25
9,2021-01-01 09:00:00,75.12,holiday,1,2021,1,1,4,9,1,75.12,74.42,75.25
10,2021-01-01 10:00:00,75.12,holiday,1,2021,1,1,4,10,1,75.12,75.12,74.42
11,2021-01-01 11:00:00,70.78,holiday,1,2021,1,1,4,11,1,75.12,75.12,75.12
12,2021-01-01 12:00:00,63.31,holiday,1,2021,1,1,4,12,1,70.78,75.12,75.12
13,2021-01-01 13:00:00,64.52,holiday,1,2021,1,1,4,13,1,63.31,70.78,75.12
14,2021-01-01 14:00:00,74.61,holiday,1,2021,1,1,4,14,1,64.52,63.31,70.78
15,2021-01-01 15:00:00,73.72,holiday,1,2021,1,1,4,15,1,74.61,64.52,63.31
16,2021-01-01 16:00:00,74.61,holiday,1,2021,1,1,4,16,1,73.72,74.61,64.52
17,2021-01-01 17:00:00,75.18,holiday,1,2021,1,1,4,17,1,74.61,73.72,74.61
18,2021-01-01 18:00:00,75.18,holiday,1,2021,1,1,4,18,1,75.18,74.61,73.72
19,2021-01-01 19:00:00,75.18,holiday,1,2021,1,1,4,19,1,75.18,75.18,74.61
20,2021-01-01 20:00:00,75.18,holiday,1,2021,1,1,4,20,1,75.18,75.18,75.18
21,2021-01-01 21:00:00,75.18,holiday,1,2021,1,1,4,21,1,75.18,75.18,75.18
22,2021-01-01 22:00:00,75.18,holiday,1,2021,1,1,4,22,1,75.18,75.18,75.18
23,2021-01-01 23:00:00,75.18,holiday,1,2021,1,1,4,23,1,75.18,75.18,75.18
24,2021-01-02 00:00:00,74.89,non-holiday,0,2021,1,2,5,0,1,75.18,75.18,75.18
25,2021-01-02 01:00:00,95.84,non-holiday,0,2021,1,2,5,1,1,74.89,75.18,75.18
26,2021-01-02 02:00:00,74.89,non-holiday,0,2021,1,2,5,2,1,95.84,74.89,75.18
27,2021-01-02 03:00:00,73.56,non-holiday,0,2021,1,2,5,3,1,74.89,95.84,74.89
28,2021-01-02 04:00:00,73.69,non-holiday,0,2021,1,2,5,4,1,73.56,74.89,95.84
29,2021-01-02 05:00:00,74.89,non-holiday,0,2021,1,2,5,5,1,73.69,73.56,74.89
30,2021-01-02 06:00:00,74.89,non-holiday,0,2021,1,2,5,6,1,74.89,73.69,73.56
31,2021-01-02 07:00:00,94.26,non-holiday,0,2021,1,2,5,7,1,74.89,74.89,73.69
32,2021-01-02 08:00:00,74.89,non-holiday,0,2021,1,2,5,8,1,94.26,74.89,74.89
33,2021-01-02 09:00:00,73.48,non-holiday,0,2021,1,2,5,9,1,74.89,94.26,74.89
34,2021-01-02 10:00:00,74.29,non-holiday,0,2021,1,2,5,10,1,73.48,74.89,94.26
35,2021-01-02 11:00:00,72.43,non-holiday,0,2021,1,2,5,11,1,74.29,73.48,74.89
36,2021-01-02 12:00:00,74.21,non-holiday,0,2021,1,2,5,12,1,72.43,74.29,73.48
37,2021-01-02 13:00:00,72.43,non-holiday,0,2021,1,2,5,13,1,74.21,72.43,74.29
38,2021-01-02 14:00:00,74.21,non-holiday,0,2021,1,2,5,14,1,72.43,74.21,72.43
39,2021-01-02 15:00:00,75.37,non-holiday,0,2021,1,2,5,15,1,74.21,72.43,74.21
40,2021-01-02 16:00:00,96.38,non-holiday,0,2021,1,2,5,16,1,75.37,74.21,72.43
41,2021-01-02 17:00:00,100.47,non-holiday,0,2021,1,2,5,17,1,96.38,75.37,74.21
42,2021-01-02 18:00:00,150.84,non-holiday,0,2021,1,2,5,18,1,100.47,96.38,75.37
43,2021-01-02 19:00:00,101.66,non-holiday,0,2021,1,2,5,19,1,150.84,100.47,96.38
44,2021-01-02 20:00:00,97.96,non-holiday,0,2021,1,2,5,20,1,101.66,150.84,100.47
45,2021-01-02 21:00:00,97.83,non-holiday,0,2021,1,2,5,21,1,97.96,101.66,150.84
46,2021-01-02 22:00:00,95.06,non-holiday,0,2021,1,2,5,22,1,97.83,97.96,101.66
47,2021-01-02 23:00:00,75.51,non-holiday,0,2021,1,2,5,23,1,95.06,97.83,97.96
48,2021-01-03 00:00:00,94.02,non-holiday,0,2021,1,3,6,0,1,75.51,95.06,97.83
49,2021-01-03 01:00:00,75.01,non-holiday,0,2021,1,3,6,1,1,94.02,75.51,95.06
50,2021-01-03 02:00:00,94.41,non-holiday,0,2021,1,3,6,2,1,75.01,94.02,75.51
51,2021-01-03 03:00:00,96.52,non-holiday,0,2021,1,3,6,3,1,94.41,75.01,94.02
52,2021-01-03 04:00:00,96.0,non-holiday,0,2021,1,3,6,4,1,96.52,94.41,75.01
53,2021-01-03 05:00:00,94.28,non-holiday,0,2021,1,3,6,5,1,96.0,96.52,94.41
54,2021-01-03 06:00:00,152.66,non-holiday,0,2021,1,3,6,6,1,94.28,96.0,96.52
55,2021-01-03 07:00:00,94.94,non-holiday,0,2021,1,3,6,7,1,152.66,94.28,96.0
56,2021-01-03 08:00:00,140.47,non-holiday,0,2021,1,3,6,8,1,94.94,152.66,94.28
57,2021-01-03 09:00:00,70.95,non-holiday,0,2021,1,3,6,9,1,140.47,94.94,152.66
58,2021-01-03 10:00:00,74.88,non-holiday,0,2021,1,3,6,10,1,70.95,140.47,94.94
59,2021-01-03 11:00:00,74.74,non-holiday,0,2021,1,3,6,11,1,74.88,70.95,140.47
60,2021-01-03 12:00:00,62.03,non-holiday,0,2021,1,3,6,12,1,74.74,74.88,70.95
61,2021-01-03 13:00:00,73.39,non-holiday,0,2021,1,3,6,13,1,62.03,74.74,74.88
62,2021-01-03 14:00:00,74.74,non-holiday,0,2021,1,3,6,14,1,73.39,62.03,74.74
63,2021-01-03 15:00:00,94.39,non-holiday,0,2021,1,3,6,15,1,74.74,73.39,62.03
64,2021-01-03 16:00:00,116.26,non-holiday,0,2021,1,3,6,16,1,94.39,74.74,73.39
65,2021-01-03 17:00:00,185.74,non-holiday,0,2021,1,3,6,17,1,116.26,94.39,74.74
66,2021-01-03 18:00:00,188.14,non-holiday,0,2021,1,3,6,18,1,185.74,116.26,94.39
67,2021-01-03 19:00:00,186.54,non-holiday,0,2021,1,3,6,19,1,188.14,185.74,116.26
68,2021-01-03 20:00:00,131.79,non-holiday,0,2021,1,3,6,20,1,186.54,188.14,185.74
69,2021-01-03 21:00:00,96.77,non-holiday,0,2021,1,3,6,21,1,131.79,186.54,188.14
70,2021-01-03 22:00:00,134.24,non-holiday,0,2021,1,3,6,22,1,96.77,131.79,186.54
71,2021-01-03 23:00:00,97.16,non-holiday,0,2021,1,3,6,23,1,134.24,96.77,131.79
72,2021-01-04 00:00:00,75.83,non-holiday,0,2021,1,4,0,0,0,97.16,134.24,96.77
73,2021-01-04 01:00:00,73.28,non-holiday,0,2021,1,4,0,1,0,75.83,97.16,134.24
74,2021-01-04 02:00:00,72.55,non-holiday,0,2021,1,4,0,2,0,73.28,75.83,97.16
75,2021-01-04 03:00:00,71.9,non-holiday,0,2021,1,4,0,3,0,72.55,73.28,75.83
76,2021-01-04 04:00:00,72.39,non-holiday,0,2021,1,4,0,4,0,71.9,72.55,73.28
77,2021-01-04 05:00:00,75.69,non-holiday,0,2021,1,4,0,5,0,72.39,71.9,72.55
78,2021-01-04 06:00:00,76.37,non-holiday,0,2021,1,4,0,6,0,75.69,72.39,71.9
79,2021-01-04 07:00:00,100.84,non-holiday,0,2021,1,4,0,7,0,76.37,75.69,72.39
80,2021-01-04 08:00:00,105.85,non-holiday,0,2021,1,4,0,8,0,100.84,76.37,75.69
81,2021-01-04 09:00:00,76.37,non-holiday,0,2021,1,4,0,9,0,105.85,100.84,76.37
82,2021-01-04 10:00:00,75.15,non-holiday,0,2021,1,4,0,10,0,76.37,105.85,100.84
83,2021-01-04 11:00:00,75.06,non-holiday,0,2021,1,4,0,11,0,75.15,76.37,105.85
84,2021-01-04 12:00:00,75.06,non-holiday,0,2021,1,4,0,12,0,75.06,75.15,76.37
85,2021-01-04 13:00:00,75.06,non-holiday,0,2021,1,4,0,13,0,75.06,75.06,75.15
86,2021-01-04 14:00:00,75.06,non-holiday,0,2021,1,4,0,14,0,75.06,75.06,75.06
87,2021-01-04 15:00:00,75.06,non-holiday,0,2021,1,4,0,15,0,75.06,75.06,75.06
88,2021-01-04 16:00:00,95.99,non-holiday,0,2021,1,4,0,16,0,75.06,75.06,75.06
89,2021-01-04 17:00:00,122.77,non-holiday,0,2021,1,4,0,17,0,95.99,75.06,75.06
90,2021-01-04 18:00:00,151.19,non-holiday,0,2021,1,4,0,18,0,122.77,95.99,75.06
91,2021-01-04 19:00:00,142.06,non-holiday,0,2021,1,4,0,19,0,151.19,122.77,95.99
92,2021-01-04 20:00:00,97.17,non-holiday,0,2021,1,4,0,20,0,142.06,151.19,122.77
93,2021-01-04 21:00:00,98.23,non-holiday,0,2021,1,4,0,21,0,97.17,142.06,151.19
94,2021-01-04 22:00:00,92.16,non-holiday,0,2021,1,4,0,22,0,98.23,97.17,142.06
95,2021-01-04 23:00:00,75.16,non-holiday,0,2021,1,4,0,23,0,92.16,98.23,97.17
96,2021-01-05 00:00:00,74.43,non-holiday,0,2021,1,5,1,0,0,75.16,92.16,98.23
97,2021-01-05 01:00:00,74.43,non-holiday,0,2021,1,5,1,1,0,74.43,75.16,92.16
98,2021-01-05 02:00:00,95.19,non-holiday,0,2021,1,5,1,2,0,74.43,74.43,75.16
99,2021-01-05 03:00:00,94.4,non-holiday,0,2021,1,5,1,3,0,95.19,74.43,74.43
100,2021-01-05 04:00:00,95.19,non-holiday,0,2021,1,5,1,4,0,94.4,95.19,74.43
101,2021-01-05 05:00:00,74.43,non-holiday,0,2021,1,5,1,5,0,95.19,94.4,95.19
102,2021-01-05 06:00:00,74.43,non-holiday,0,2021,1,5,1,6,0,74.43,95.19,94.4
103,2021-01-05 07:00:00,74.43,non-holiday,0,2021,1,5,1,7,0,74.43,74.43,95.19
104,2021-01-05 08:00:00,97.57,non-holiday,0,2021,1,5,1,8,0,74.43,74.43,74.43
105,2021-01-05 09:00:00,74.3,non-holiday,0,2021,1,5,1,9,0,97.57,74.43,74.43
106,2021-01-05 10:00:00,73.89,non-holiday,0,2021,1,5,1,10,0,74.3,97.57,74.43
107,2021-01-05 11:00:00,73.89,non-holiday,0,2021,1,5,1,11,0,73.89,74.3,97.57
108,2021-01-05 12:00:00,73.89,non-holiday,0,2021,1,5,1,12,0,73.89,73.89,74.3
109,2021-01-05 13:00:00,73.89,non-holiday,0,2021,1,5,1,13,0,73.89,73.89,73.89
110,2021-01-05 14:00:00,73.89,non-holiday,0,2021,1,5,1,14,0,73.89,73.89,73.89
111,2021-01-05 15:00:00,73.89,non-holiday,0,2021,1,5,1,15,0,73.89,73.89,73.89
112,2021-01-05 16:00:00,75.16,non-holiday,0,2021,1,5,1,16,0,73.89,73.89,73.89
113,2021-01-05 17:00:00,75.16,non-holiday,0,2021,1,5,1,17,0,75.16,73.89,73.89
114,2021-01-05 18:00:00,103.48,non-holiday,0,2021,1,5,1,18,0,75.16,75.16,73.89
115,2021-01-05 19:00:00,104.93,non-holiday,0,2021,1,5,1,19,0,103.48,75.16,75.16
116,2021-01-05 20:00:00,102.43,non-holiday,0,2021,1,5,1,20,0,104.93,103.48,75.16
117,2021-01-05 21:00:00,75.16,non-holiday,0,2021,1,5,1,21,0,102.43,104.93,103.48
118,2021-01-05 22:00:00,74.62,non-holiday,0,2021,1,5,1,22,0,75.16,102.43,104.93
119,2021-01-05 23:00:00,75.16,non-holiday,0,2021,1,5,1,23,0,74.62,75.16,102.43
120,2021-01-06 00:00:00,75.02,non-holiday,0,2021,1,6,2,0,0,75.16,74.62,75.16
121,2021-01-06 01:00:00,75.02,non-holiday,0,2021,1,6,2,1,0,75.02,75.16,74.62
122,2021-01-06 02:00:00,74.74,non-holiday,0,2021,1,6,2,2,0,75.02,75.02,75.16
123,2021-01-06 03:00:00,72.63,non-holiday,0,2021,1,6,2,3,0,74.74,75.02,75.02
124,2021-01-06 04:00:00,74.74,non-holiday,0,2021,1,6,2,4,0,72.63,74.74,75.02
125,2021-01-06 05:00:00,75.02,non-holiday,0,2021,1,6,2,5,0,74.74,72.63,74.74
126,2021-01-06 06:00:00,75.02,non-holiday,0,2021,1,6,2,6,0,75.02,74.74,72.63
127,2021-01-06 07:00:00,75.02,non-holiday,0,2021,1,6,2,7,0,75.02,75.02,74.74
128,2021-01-06 08:00:00,103.06,non-holiday,0,2021,1,6,2,8,0,75.02,75.02,75.02
129,2021-01-06 09:00:00,103.45,non-holiday,0,2021,1,6,2,9,0,103.06,75.02,75.02
130,2021-01-06 10:00:00,73.93,non-holiday,0,2021,1,6,2,10,0,103.45,103.06,75.02
131,2021-01-06 11:00:00,73.93,non-holiday,0,2021,1,6,2,11,0,73.93,103.45,103.06
132,2021-01-06 12:00:00,73.93,non-holiday,0,2021,1,6,2,12,0,73.93,73.93,103.45
133,2021-01-06 13:00:00,73.93,non-holiday,0,2021,1,6,2,13,0,73.93,73.93,73.93
134,2021-01-06 14:00:00,73.93,non-holiday,0,2021,1,6,2,14,0,73.93,73.93,73.93
135,2021-01-06 15:00:00,75.54,non-holiday,0,2021,1,6,2,15,0,73.93,73.93,73.93
136,2021-01-06 16:00:00,75.54,non-holiday,0,2021,1,6,2,16,0,75.54,73.93,73.93
137,2021-01-06 17:00:00,97.43,non-holiday,0,2021,1,6,2,17,0,75.54,75.54,73.93
138,2021-01-06 18:00:00,100.86,non-holiday,0,2021,1,6,2,18,0,97.43,75.54,75.54
139,2021-01-06 19:00:00,100.73,non-holiday,0,2021,1,6,2,19,0,100.86,97.43,75.54
140,2021-01-06 20:00:00,98.09,non-holiday,0,2021,1,6,2,20,0,100.73,100.86,97.43
141,2021-01-06 21:00:00,75.54,non-holiday,0,2021,1,6,2,21,0,98.09,100.73,100.86
142,2021-01-06 22:00:00,75.41,non-holiday,0,2021,1,6,2,22,0,75.54,98.09,100.73
143,2021-01-06 23:00:00,75.54,non-holiday,0,2021,1,6,2,23,0,75.41,75.54,98.09
144,2021-01-07 00:00:00,74.74,non-holiday,0,2021,1,7,3,0,0,75.54,75.41,75.54
145,2021-01-07 01:00:00,73.85,non-holiday,0,2021,1,7,3,1,0,74.74,75.54,75.41
146,2021-01-07 02:00:00,73.85,non-holiday,0,2021,1,7,3,2,0,73.85,74.74,75.54
147,2021-01-07 03:00:00,73.6,non-holiday,0,2021,1,7,3,3,0,73.85,73.85,74.74
148,2021-01-07 04:00:00,73.85,non-holiday,0,2021,1,7,3,4,0,73.6,73.85,73.85
149,2021-01-07 05:00:00,73.85,non-holiday,0,2021,1,7,3,5,0,73.85,73.6,73.85
150,2021-01-07 06:00:00,73.85,non-holiday,0,2021,1,7,3,6,0,73.85,73.85,73.6
151,2021-01-07 07:00:00,76.52,non-holiday,0,2021,1,7,3,7,0,73.85,73.85,73.85
152,2021-01-07 08:00:00,76.52,non-holiday,0,2021,1,7,3,8,0,76.52,73.85,73.85
153,2021-01-07 09:00:00,76.52,non-holiday,0,2021,1,7,3,9,0,76.52,76.52,73.85
154,2021-01-07 10:00:00,76.52,non-holiday,0,2021,1,7,3,10,0,76.52,76.52,76.52
155,2021-01-07 11:00:00,73.85,non-holiday,0,2021,1,7,3,11,0,76.52,76.52,76.52
156,2021-01-07 12:00:00,73.85,non-holiday,0,2021,1,7,3,12,0,73.85,76.52,76.52
157,2021-01-07 13:00:00,73.85,non-holiday,0,2021,1,7,3,13,0,73.85,73.85,76.52
158,2021-01-07 14:00:00,75.25,non-holiday,0,2021,1,7,3,14,0,73.85,73.85,73.85
159,2021-01-07 15:00:00,75.25,non-holiday,0,2021,1,7,3,15,0,75.25,73.85,73.85
160,2021-01-07 16:00:00,75.25,non-holiday,0,2021,1,7,3,16,0,75.25,75.25,73.85
161,2021-01-07 17:00:00,100.77,non-holiday,0,2021,1,7,3,17,0,75.25,75.25,75.25
162,2021-01-07 18:00:00,102.62,non-holiday,0,2021,1,7,3,18,0,100.77,75.25,75.25
163,2021-01-07 19:00:00,99.06,non-holiday,0,2021,1,7,3,19,0,102.62,100.77,75.25
164,2021-01-07 20:00:00,98.93,non-holiday,0,2021,1,7,3,20,0,99.06,102.62,100.77
165,2021-01-07 21:00:00,95.23,non-holiday,0,2021,1,7,3,21,0,98.93,99.06,102.62
166,2021-01-07 22:00:00,75.25,non-holiday,0,2021,1,7,3,22,0,95.23,98.93,99.06
167,2021-01-07 23:00:00,75.25,non-holiday,0,2021,1,7,3,23,0,75.25,95.23,98.93
168,2021-01-08 00:00:00,74.66,non-holiday,0,2021,1,8,4,0,0,75.25,75.25,95.23
169,2021-01-08 01:00:00,73.88,non-holiday,0,2021,1,8,4,1,0,74.66,75.25,75.25
170,2021-01-08 02:00:00,73.88,non-holiday,0,2021,1,8,4,2,0,73.88,74.66,75.25
171,2021-01-08 03:00:00,73.56,non-holiday,0,2021,1,8,4,3,0,73.88,73.88,74.66
172,2021-01-08 04:00:00,73.88,non-holiday,0,2021,1,8,4,4,0,73.56,73.88,73.88
173,2021-01-08 05:00:00,73.88,non-holiday,0,2021,1,8,4,5,0,73.88,73.56,73.88
174,2021-01-08 06:00:00,76.18,non-holiday,0,2021,1,8,4,6,0,73.88,73.88,73.56
175,2021-01-08 07:00:00,76.18,non-holiday,0,2021,1,8,4,7,0,76.18,73.88,73.88
176,2021-01-08 08:00:00,105.32,non-holiday,0,2021,1,8,4,8,0,76.18,76.18,73.88
177,2021-01-08 09:00:00,103.47,non-holiday,0,2021,1,8,4,9,0,105.32,76.18,76.18
178,2021-01-08 10:00:00,76.04,non-holiday,0,2021,1,8,4,10,0,103.47,105.32,76.18
179,2021-01-08 11:00:00,73.8,non-holiday,0,2021,1,8,4,11,0,76.04,103.47,105.32
180,2021-01-08 12:00:00,73.8,non-holiday,0,2021,1,8,4,12,0,73.8,76.04,103.47
181,2021-01-08 13:00:00,73.8,non-holiday,0,2021,1,8,4,13,0,73.8,73.8,76.04
182,2021-01-08 14:00:00,73.8,non-holiday,0,2021,1,8,4,14,0,73.8,73.8,73.8
183,2021-01-08 15:00:00,75.2,non-holiday,0,2021,1,8,4,15,0,73.8,73.8,73.8
184,2021-01-08 16:00:00,101.67,non-holiday,0,2021,1,8,4,16,0,75.2,73.8,73.8
185,2021-01-08 17:00:00,100.75,non-holiday,0,2021,1,8,4,17,0,101.67,75.2,73.8
186,2021-01-08 18:00:00,102.2,non-holiday,0,2021,1,8,4,18,0,100.75,101.67,75.2
187,2021-01-08 19:00:00,98.64,non-holiday,0,2021,1,8,4,19,0,102.2,100.75,101.67
188,2021-01-08 20:00:00,97.32,non-holiday,0,2021,1,8,4,20,0,98.64,102.2,100.75
189,2021-01-08 21:00:00,74.92,non-holiday,0,2021,1,8,4,21,0,97.32,98.64,102.2
190,2021-01-08 22:00:00,75.2,non-holiday,0,2021,1,8,4,22,0,74.92,97.32,98.64
191,2021-01-08 23:00:00,75.2,non-holiday,0,2021,1,8,4,23,0,75.2,74.92,97.32
192,2021-01-09 00:00:00,74.47,non-holiday,0,2021,1,9,5,0,1,75.2,75.2,74.92
193,2021-01-09 01:00:00,74.47,non-holiday,0,2021,1,9,5,1,1,74.47,75.2,75.2
194,2021-01-09 02:00:00,74.47,non-holiday,0,2021,1,9,5,2,1,74.47,74.47,75.2
195,2021-01-09 03:00:00,74.47,non-holiday,0,2021,1,9,5,3,1,74.47,74.47,74.47
196,2021-01-09 04:00:00,74.47,non-holiday,0,2021,1,9,5,4,1,74.47,74.47,74.47
197,2021-01-09 05:00:00,74.47,non-holiday,0,2021,1,9,5,5,1,74.47,74.47,74.47
198,2021-01-09 06:00:00,74.47,non-holiday,0,2021,1,9,5,6,1,74.47,74.47,74.47
199,2021-01-09 07:00:00,74.47,non-holiday,0,2021,1,9,5,7,1,74.47,74.47,74.47
200,2021-01-09 08:00:00,74.47,non-holiday,0,2021,1,9,5,8,1,74.47,74.47,74.47
201,2021-01-09 09:00:00,73.76,non-holiday,0,2021,1,9,5,9,1,74.47,74.47,74.47
202,2021-01-09 10:00:00,73.76,non-holiday,0,2021,1,9,5,10,1,73.76,74.47,74.47
203,2021-01-09 11:00:00,73.25,non-holiday,0,2021,1,9,5,11,1,73.76,73.76,74.47
204,2021-01-09 12:00:00,67.73,non-holiday,0,2021,1,9,5,12,1,73.25,73.76,73.76
205,2021-01-09 13:00:00,67.98,non-holiday,0,2021,1,9,5,13,1,67.73,73.25,73.76
206,2021-01-09 14:00:00,74.38,non-holiday,0,2021,1,9,5,14,1,67.98,67.73,73.25
207,2021-01-09 15:00:00,74.38,non-holiday,0,2021,1,9,5,15,1,74.38,67.98,67.73
208,2021-01-09 16:00:00,75.21,non-holiday,0,2021,1,9,5,16,1,74.38,74.38,67.98
209,2021-01-09 17:00:00,95.02,non-holiday,0,2021,1,9,5,17,1,75.21,74.38,74.38
210,2021-01-09 18:00:00,97.39,non-holiday,0,2021,1,9,5,18,1,95.02,75.21,74.38
211,2021-01-09 19:00:00,97.39,non-holiday,0,2021,1,9,5,19,1,97.39,95.02,75.21
212,2021-01-09 20:00:00,95.55,non-holiday,0,2021,1,9,5,20,1,97.39,97.39,95.02
213,2021-01-09 21:00:00,95.68,non-holiday,0,2021,1,9,5,21,1,95.55,97.39,97.39
214,2021-01-09 22:00:00,95.55,non-holiday,0,2021,1,9,5,22,1,95.68,95.55,97.39
215,2021-01-09 23:00:00,96.87,non-holiday,0,2021,1,9,5,23,1,95.55,95.68,95.55
216,2021-01-10 00:00:00,75.14,non-holiday,0,2021,1,10,6,0,1,96.87,95.55,95.68
217,2021-01-10 01:00:00,75.14,non-holiday,0,2021,1,10,6,1,1,75.14,96.87,95.55
218,2021-01-10 02:00:00,75.14,non-holiday,0,2021,1,10,6,2,1,75.14,75.14,96.87
219,2021-01-10 03:00:00,73.67,non-holiday,0,2021,1,10,6,3,1,75.14,75.14,75.14
220,2021-01-10 04:00:00,75.14,non-holiday,0,2021,1,10,6,4,1,73.67,75.14,75.14
221,2021-01-10 05:00:00,74.87,non-holiday,0,2021,1,10,6,5,1,75.14,73.67,75.14
222,2021-01-10 06:00:00,75.14,non-holiday,0,2021,1,10,6,6,1,74.87,75.14,73.67
223,2021-01-10 07:00:00,104.26,non-holiday,0,2021,1,10,6,7,1,75.14,74.87,75.14
224,2021-01-10 08:00:00,106.64,non-holiday,0,2021,1,10,6,8,1,104.26,75.14,74.87
225,2021-01-10 09:00:00,75.0,non-holiday,0,2021,1,10,6,9,1,106.64,104.26,75.14
226,2021-01-10 10:00:00,75.0,non-holiday,0,2021,1,10,6,10,1,75.0,106.64,104.26
227,2021-01-10 11:00:00,75.0,non-holiday,0,2021,1,10,6,11,1,75.0,75.0,106.64
228,2021-01-10 12:00:00,72.12,non-holiday,0,2021,1,10,6,12,1,75.0,75.0,75.0
229,2021-01-10 13:00:00,75.0,non-holiday,0,2021,1,10,6,13,1,72.12,75.0,75.0
230,2021-01-10 14:00:00,75.0,non-holiday,0,2021,1,10,6,14,1,75.0,72.12,75.0
231,2021-01-10 15:00:00,93.23,non-holiday,0,2021,1,10,6,15,1,75.0,75.0,72.12
232,2021-01-10 16:00:00,134.12,non-holiday,0,2021,1,10,6,16,1,93.23,75.0,75.0
233,2021-01-10 17:00:00,136.32,non-holiday,0,2021,1,10,6,17,1,134.12,93.23,75.0
234,2021-01-10 18:00:00,155.0,non-holiday,0,2021,1,10,6,18,1,136.32,134.12,93.23
235,2021-01-10 19:00:00,139.27,non-holiday,0,2021,1,10,6,19,1,155.0,136.32,134.12
236,2021-01-10 20:00:00,95.87,non-holiday,0,2021,1,10,6,20,1,139.27,155.0,136.32
237,2021-01-10 21:00:00,97.72,non-holiday,0,2021,1,10,6,21,1,95.87,139.27,155.0
238,2021-01-10 22:00:00,97.45,non-holiday,0,2021,1,10,6,22,1,97.72,95.87,139.27
239,2021-01-10 23:00:00,96.27,non-holiday,0,2021,1,10,6,23,1,97.45,97.72,95.87
240,2021-01-11 00:00:00,91.65,non-holiday,0,2021,1,11,0,0,0,96.27,97.45,97.72
241,2021-01-11 01:00:00,74.54,non-holiday,0,2021,1,11,0,1,0,91.65,96.27,97.45
242,2021-01-11 02:00:00,73.89,non-holiday,0,2021,1,11,0,2,0,74.54,91.65,96.27
243,2021-01-11 03:00:00,74.67,non-holiday,0,2021,1,11,0,3,0,73.89,74.54,91.65
244,2021-01-11 04:00:00,74.54,non-holiday,0,2021,1,11,0,4,0,74.67,73.89,74.54
245,2021-01-11 05:00:00,74.67,non-holiday,0,2021,1,11,0,5,0,74.54,74.67,73.89
246,2021-01-11 06:00:00,74.67,non-holiday,0,2021,1,11,0,6,0,74.67,74.54,74.67
247,2021-01-11 07:00:00,98.27,non-holiday,0,2021,1,11,0,7,0,74.67,74.67,74.54
248,2021-01-11 08:00:00,150.84,non-holiday,0,2021,1,11,0,8,0,98.27,74.67,74.67
249,2021-01-11 09:00:00,98.8,non-holiday,0,2021,1,11,0,9,0,150.84,98.27,74.67
250,2021-01-11 10:00:00,74.67,non-holiday,0,2021,1,11,0,10,0,98.8,150.84,98.27
251,2021-01-11 11:00:00,74.67,non-holiday,0,2021,1,11,0,11,0,74.67,98.8,150.84
252,2021-01-11 12:00:00,74.67,non-holiday,0,2021,1,11,0,12,0,74.67,74.67,98.8
253,2021-01-11 13:00:00,74.67,non-holiday,0,2021,1,11,0,13,0,74.67,74.67,74.67
254,2021-01-11 14:00:00,74.67,non-holiday,0,2021,1,11,0,14,0,74.67,74.67,74.67
255,2021-01-11 15:00:00,74.67,non-holiday,0,2021,1,11,0,15,0,74.67,74.67,74.67
256,2021-01-11 16:00:00,131.65,non-holiday,0,2021,1,11,0,16,0,74.67,74.67,74.67
257,2021-01-11 17:00:00,154.74,non-holiday,0,2021,1,11,0,17,0,131.65,74.67,74.67
258,2021-01-11 18:00:00,190.07,non-holiday,0,2021,1,11,0,18,0,154.74,131.65,74.67
259,2021-01-11 19:00:00,134.04,non-holiday,0,2021,1,11,0,19,0,190.07,154.74,131.65
260,2021-01-11 20:00:00,97.29,non-holiday,0,2021,1,11,0,20,0,134.04,190.07,154.74
261,2021-01-11 21:00:00,98.74,non-holiday,0,2021,1,11,0,21,0,97.29,134.04,190.07
262,2021-01-11 22:00:00,97.16,non-holiday,0,2021,1,11,0,22,0,98.74,97.29,134.04
263,2021-01-11 23:00:00,97.02,non-holiday,0,2021,1,11,0,23,0,97.16,98.74,97.29
264,2021-01-12 00:00:00,74.79,non-holiday,0,2021,1,12,1,0,0,97.02,97.16,98.74
265,2021-01-12 01:00:00,74.79,non-holiday,0,2021,1,12,1,1,0,74.79,97.02,97.16
266,2021-01-12 02:00:00,74.79,non-holiday,0,2021,1,12,1,2,0,74.79,74.79,97.02
267,2021-01-12 03:00:00,74.52,non-holiday,0,2021,1,12,1,3,0,74.79,74.79,74.79
